,acc,uar
fold1,0.45,0.5119705495132116
fold2,0.5042857142857143,0.5048642956414197
fold3,0.48642857142857143,0.5151313400314732
fold4,0.4928571428571429,0.49228467813199617
fold5,0.4657142857142857,0.5161214764391177
average,0.47985714285714287,0.5080744679514437
