,acc,uar,epoch,dataset
fold1,0.6731707317073171,0.5675705677783867,172,crema-d
fold2,0.6814814814814815,0.618977557211735,184,crema-d
fold3,0.7118279569892473,0.5814601276984674,169,crema-d
fold4,0.7083775185577943,0.619971573985629,178,crema-d
fold5,0.6858638743455497,0.6110070670453193,171,crema-d
average,0.6921443126162778,0.5997973787439075,171,crema-d
