,acc,uar,epoch,dataset
fold1,0.6858536585365854,0.6137080771412968,195,crema-d
fold2,0.6793650793650794,0.601845402699632,197,crema-d
fold3,0.7247311827956989,0.5963519436939342,166,crema-d
fold4,0.7073170731707317,0.6019313771182812,176,crema-d
fold5,0.6764397905759162,0.6296214165809634,153,crema-d
average,0.6947413568888022,0.6086916434468215,153,crema-d
