,acc,uar,epoch,dataset
fold1,0.6565853658536586,0.5825533495962327,171,crema-d
fold2,0.6613756613756614,0.6015666301053432,195,crema-d
fold3,0.7032258064516129,0.60820498043172,198,crema-d
fold4,0.6977730646871686,0.6024439611977179,169,crema-d
fold5,0.6680628272251309,0.595409010291199,192,crema-d
average,0.6774045451186466,0.5980355863244425,192,crema-d
