,acc,uar
fold1,0.4342857142857143,0.49836065573770494
fold2,0.5,0.5035052808816776
fold3,0.4785714285714286,0.5
fold4,0.5092857142857142,0.5007757381761171
fold5,0.47714285714285715,0.49918922621713196
average,0.47985714285714287,0.5003661802025263
