,acc,uar
fold1,0.44285714285714284,0.5003051057113721
fold2,0.47714285714285715,0.49967278557638817
fold3,0.47928571428571426,0.4984037476163517
fold4,0.5007142857142857,0.5028327050905016
fold5,0.4685714285714286,0.501057628452665
average,0.47371428571428564,0.5004543944894557
