,acc,uar,epoch,dataset
fold1,0.6526829268292683,0.5754215304609627,180,crema-d
fold2,0.6592592592592592,0.6134207401121091,158,crema-d
fold3,0.6731182795698925,0.5906850942663318,168,crema-d
fold4,0.6776246023329798,0.5905182935019209,173,crema-d
fold5,0.6219895287958115,0.5846488197811173,197,crema-d
average,0.6569349193574423,0.5909388956244883,197,crema-d
