,acc,uar,epoch,dataset
fold1,0.5582595870206489,0.5172206871216012,196,iemocap_msp-improv
fold2,0.5961426066627703,0.5679271482457701,163,iemocap_msp-improv
fold3,0.5571309424520434,0.5062448449365422,177,iemocap_msp-improv
fold4,0.5693681318681318,0.545765621139156,196,iemocap_msp-improv
fold5,0.5463631315935591,0.47853538147542896,194,iemocap_msp-improv
average,0.5654528799194307,0.5231387365836997,194,iemocap_msp-improv
