,acc,uar
fold1,0.4471428571428571,0.4996945455746258
fold2,0.47928571428571426,0.5013045994286754
fold3,0.4585714285714286,0.4991052920281623
fold4,0.4957142857142857,0.5021156558533145
fold5,0.49,0.5013966480446927
average,0.4741428571428571,0.5007233481858941
