,acc,uar
fold1,0.5957142857142858,0.622411457723131
fold2,0.6392857142857142,0.637466197254962
fold3,0.7128571428571429,0.7202616958433279
fold4,0.86,0.8591394007452402
fold5,0.79,0.7767424424987281
average,0.7195714285714285,0.7232042388130779
