,acc,uar,epoch,dataset
fold1,0.6819512195121952,0.5958360476306449,180,crema-d
fold2,0.6708994708994709,0.5963802438322837,155,crema-d
fold3,0.7290322580645161,0.6016620053488093,177,crema-d
fold4,0.6829268292682927,0.588973120608079,171,crema-d
fold5,0.6712041884816754,0.6164873466861178,160,crema-d
average,0.6872027932452301,0.599867752821187,160,crema-d
