,acc,uar
fold1,0.5328571428571428,0.5332236842105262
fold2,0.5285714285714286,0.5285385681425285
fold3,0.5492857142857143,0.549078999211978
fold4,0.5135714285714286,0.5135987877698723
fold5,0.52,0.5199611937046652
average,0.5288571428571429,0.528880246607914
