,acc,uar
fold1,0.5057142857142857,0.5051461243926503
fold2,0.48928571428571427,0.4890524371506097
fold3,0.5214285714285715,0.5213351290537156
fold4,0.5071428571428571,0.5065641025641026
fold5,0.49357142857142855,0.49396782841823056
average,0.5034285714285713,0.5032131243158617
