,acc,uar
fold1,0.48714285714285716,0.5160575858250277
fold2,0.45,0.4621680402930403
fold3,0.4164285714285714,0.4324119574119574
fold4,0.4471428571428571,0.45500950855770195
fold5,0.4421428571428571,0.4631107171000788
average,0.44857142857142857,0.4657515618375612
