,acc,uar,epoch,dataset
fold1,0.6682926829268293,0.5950458646353389,189,crema-d
fold2,0.6708994708994709,0.6110468206182611,198,crema-d
fold3,0.7096774193548387,0.6218769841472243,166,crema-d
fold4,0.6998939554612937,0.6198234912991301,199,crema-d
fold5,0.6628272251308901,0.5876568489895021,167,crema-d
average,0.6823181507546645,0.6070900019378913,167,crema-d
