,acc,uar
fold1,0.7007142857142857,0.7139939061598257
fold2,0.6978571428571428,0.7040060319958039
fold3,0.7021428571428572,0.7136139343738337
fold4,0.7042857142857143,0.7055564059390785
fold5,0.7121428571428572,0.7183125888281149
average,0.7034285714285715,0.7110965734593313
