,acc,uar
fold1,0.5878571428571429,0.602638448321438
fold2,0.6178571428571429,0.6219316363992964
fold3,0.6,0.6075394195285204
fold4,0.6528571428571428,0.6526666380951798
fold5,0.6235714285714286,0.6339220332568147
average,0.6164285714285713,0.6237396351202499
