,acc,uar,epoch,dataset
fold1,0.6068292682926829,0.5201157188637718,158,crema-d
fold2,0.6349206349206349,0.5654481996547253,185,crema-d
fold3,0.6881720430107527,0.558667134415523,167,crema-d
fold4,0.6468716861081655,0.5985189750720834,160,crema-d
fold5,0.6345549738219896,0.5806238099324934,199,crema-d
average,0.6422697212308451,0.5646747675877194,199,crema-d
