,acc,uar
fold1,0.4828571428571429,0.5196861720053593
fold2,0.495,0.5229723970626803
fold3,0.4857142857142857,0.5221623286616356
fold4,0.5185714285714286,0.520491192695376
fold5,0.4835714285714286,0.5085100894818406
average,0.49314285714285716,0.5187644359813783
