,acc,uar,epoch,dataset
fold1,0.6429268292682927,0.5831096566853897,177,crema-d
fold2,0.6603174603174603,0.5898923051240852,172,crema-d
fold3,0.7193548387096774,0.5805657157230536,154,crema-d
fold4,0.6988335100742312,0.6184640565129542,161,crema-d
fold5,0.6659685863874345,0.5826845090058197,195,crema-d
average,0.6774802449514192,0.5909432486102605,195,crema-d
