,acc,uar
fold1,0.6792857142857143,0.6971073843355831
fold2,0.6521428571428571,0.6580756434842813
fold3,0.7978571428571428,0.7927730789404668
fold4,0.8457142857142858,0.8459816088287437
fold5,0.7471428571428571,0.7387862688671898
average,0.7444285714285714,0.746544796891253
