,acc,uar
fold1,0.8542857142857143,0.8528488450174591
fold2,0.78,0.7821197165170689
fold3,0.8378571428571429,0.8375816993464051
fold4,0.8814285714285715,0.8823815240381867
fold5,0.8464285714285714,0.8442651098901099
average,0.8400000000000001,0.839839378961846
