,acc,uar,epoch,dataset
fold1,0.6663414634146342,0.6030294560121167,164,crema-d
fold2,0.6867724867724868,0.6301157176963819,165,crema-d
fold3,0.7440860215053764,0.6706837729982114,158,crema-d
fold4,0.7147401908801697,0.608284036255982,174,crema-d
fold5,0.7057591623036649,0.6325876299686934,183,crema-d
average,0.7035398649752664,0.628940122586277,183,crema-d
