,acc,uar,epoch,dataset
fold1,0.5685840707964602,0.5193599200542122,188,iemocap_msp-improv
fold2,0.5879602571595558,0.5561022222779344,152,iemocap_msp-improv
fold3,0.5387823185988324,0.483250650354461,195,iemocap_msp-improv
fold4,0.5693681318681318,0.5376748384141286,191,iemocap_msp-improv
fold5,0.5374791782343142,0.4808383439011822,163,iemocap_msp-improv
average,0.5604347913314589,0.5154451950003837,163,iemocap_msp-improv
