,acc,uar,epoch,dataset
fold1,0.6839024390243903,0.6329343401807469,167,crema-d
fold2,0.708994708994709,0.6589605481679288,156,crema-d
fold3,0.7247311827956989,0.6576066154140934,165,crema-d
fold4,0.7232237539766702,0.6245372505836075,176,crema-d
fold5,0.7162303664921466,0.6631486153799284,166,crema-d
average,0.7114164902567228,0.647437473945261,166,crema-d
