,acc,uar,epoch,dataset
fold1,0.6858536585365854,0.6243760603424271,154,crema-d
fold2,0.6952380952380952,0.6511374919162747,173,crema-d
fold3,0.7215053763440861,0.6622001623538882,185,crema-d
fold4,0.7401908801696713,0.6374235842959958,157,crema-d
fold5,0.7026178010471205,0.6222778621433005,179,crema-d
average,0.7090811622671117,0.6394830322103772,179,crema-d
