,acc,uar,epoch,dataset
fold1,0.5464601769911505,0.4903941365743689,167,iemocap_msp-improv
fold2,0.5996493278784336,0.5574458599609643,182,iemocap_msp-improv
fold3,0.5654712260216848,0.512669152683799,171,iemocap_msp-improv
fold4,0.5776098901098901,0.5542907848794852,166,iemocap_msp-improv
fold5,0.5424764019988895,0.4984065022325945,183,iemocap_msp-improv
average,0.5663334046000096,0.5226412872662423,183,iemocap_msp-improv
