,acc,uar
fold1,0.44357142857142856,0.5026665283253787
fold2,0.47928571428571426,0.49702380952380953
fold3,0.4664285714285714,0.48186030926149925
fold4,0.4857142857142857,0.4857142857142857
fold5,0.4828571428571429,0.49735198927719115
average,0.47157142857142864,0.49292338442043293
