,acc,uar,epoch,dataset
fold1,0.6634146341463415,0.5758683875807061,199,crema-d
fold2,0.6634920634920635,0.6006542644003814,182,crema-d
fold3,0.7247311827956989,0.6254308007105958,177,crema-d
fold4,0.6839872746553552,0.5945803769089243,195,crema-d
fold5,0.6670157068062827,0.6071777158040833,198,crema-d
average,0.6805281723791484,0.6007423090809382,198,crema-d
