,acc,uar,epoch,dataset
fold1,0.5671091445427728,0.5056240489202576,188,iemocap_msp-improv
fold2,0.581531268264173,0.5291336076223181,180,iemocap_msp-improv
fold3,0.5329441201000834,0.4750923263583417,189,iemocap_msp-improv
fold4,0.551510989010989,0.5193328881765942,185,iemocap_msp-improv
fold5,0.5169350360910605,0.47160628497056817,186,iemocap_msp-improv
average,0.5500061116018158,0.500157831209616,186,iemocap_msp-improv
