,acc,uar
fold1,0.4828571428571429,0.521864483275252
fold2,0.5192857142857142,0.5394840230487167
fold3,0.49785714285714283,0.5393454269098599
fold4,0.5414285714285715,0.5414285714285714
fold5,0.5271428571428571,0.5468325643794378
average,0.5137142857142857,0.5377910138083676
