,acc,uar,epoch,dataset
fold1,0.6634146341463415,0.5746821564925815,188,crema-d
fold2,0.6761904761904762,0.6104986568419876,184,crema-d
fold3,0.7118279569892473,0.5696323655184967,197,crema-d
fold4,0.6967126193001061,0.5931284731694381,159,crema-d
fold5,0.675392670157068,0.5928235649509886,156,crema-d
average,0.6847076713566478,0.5881530433946984,156,crema-d
