,acc,uar
fold1,0.6228571428571429,0.6484045358649789
fold2,0.6321428571428571,0.6474715301178149
fold3,0.7607142857142857,0.7604136050422913
fold4,0.8385714285714285,0.8367938943773032
fold5,0.7685714285714286,0.7536438805154819
average,0.7245714285714285,0.729345489183574
